action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_id,trial_type,pid
"[1128, 2029, 3147]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[1126, 400, 617]",5.0,"[None, None, None]","[u'', -10, -5, -5, 5, -5, 5, 5, 5, 5, -10, 10, 10]",633099,46.0,5.514906028833953e+18,mouselab-mdp,0
"[2054, 3013, 4016]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, 5]","[2052, 435, 501]",0.0,"[None, None, None]","[u'', -5, 10, 10, 5, 10, 10, 10, 10, -10, 5, 5, 5]",639572,47.0,-6.980762109714071e+18,mouselab-mdp,0
"[676, 1567, 2612]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, -5]","[673, 368, 546]",15.0,"[None, None, None]","[u'', -5, -5, 5, 5, 10, 10, -5, 10, -10, -10, -10, 5]",644612,48.0,4.176600634517876e+18,mouselab-mdp,0
"[1924, 2845, 4000]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[1921, 409, 634]",10.0,"[None, None, None]","[u'', -10, 10, -5, -10, 10, -5, 10, 5, 10, 5, 10, -5]",650954,49.0,1.9920789159475208e+18,mouselab-mdp,0
"[9672, 12259, 13281]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[9665, 2072, 512]",15.0,"[None, None, None]","[u'', 5, -10, 10, -10, 10, -5, 10, 5, 5, -10, -10, -10]",16433,0.0,-6.90593884411209e+17,mouselab-mdp,1
"[1379, 4734, 7046]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, -5]","[1374, 2840, 1801]",-5.0,"[None, None, None]","[u'', 10, -10, -5, -5, -10, 10, -5, 5, -5, -10, -10, -10]",26295,1.0,-3.7612916714616883e+18,mouselab-mdp,1
"[1271, 2207, 13344]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 5]","[1265, 419, 10623]",10.0,"[None, None, None]","[u'', -5, 10, 5, -5, -10, -5, 5, -5, -5, -5, 10, -5]",42192,2.0,6.150233340115579e+18,mouselab-mdp,1
"[1551, 2398, 3416]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 5]","[1544, 337, 503]",15.0,"[None, None, None]","[u'', -5, 10, 5, 10, -5, -10, 10, 10, 5, 5, 5, 10]",48305,3.0,8.130696467842232e+18,mouselab-mdp,1
"[1224, 1992, 2784]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[1218, 246, 270]",25.0,"[None, None, None]","[u'', 5, 10, 10, 10, -10, -10, 5, 10, 10, 5, 10, 5]",53353,4.0,2.0301359460781466e+18,mouselab-mdp,1
"[878, 2029, 2669]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[872, 635, 126]",15.0,"[None, None, None]","[u'', 10, -5, -10, -10, -10, 10, -10, -5, 10, -5, 10, -5]",58209,5.0,9.076059563084848e+18,mouselab-mdp,1
"[1087, 7176, 8464]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, -5]","[1082, 5569, 773]",-5.0,"[None, None, None]","[u'', 10, -10, -10, -5, -5, 10, 5, 10, -5, -10, -10, -5]",68721,6.0,-9.003921373543949e+18,mouselab-mdp,1
"[2260, 3132, 3820]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[2254, 349, 179]",10.0,"[None, None, None]","[u'', -10, -5, -5, 10, 10, -5, 5, -10, 5, -5, 10, 5]",74896,7.0,-4.641247981390103e+18,mouselab-mdp,1
"[806, 1819, 2575]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, -10]","[800, 492, 235]",-5.0,"[None, None, None]","[u'', 10, 5, 10, -5, 10, -5, -10, 10, 5, -10, 10, 5]",79713,8.0,3.6441571471145324e+18,mouselab-mdp,1
"[1954, 2721, 3785]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, -5]","[1948, 251, 549]",-5.0,"[None, None, None]","[u'', -10, -5, -5, 5, -10, -10, -10, -10, 5, -5, -5, 5]",85325,9.0,-9.136662483728007e+18,mouselab-mdp,1
"[2687, 3781, 5221]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 5]","[2681, 564, 931]",25.0,"[None, None, None]","[u'', 10, 10, 5, 10, -10, -10, -5, -5, 10, -5, 5, 10]",94792,10.0,-3.019010559255296e+18,mouselab-mdp,1
"[402, 1115, 1780]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -5]","[397, 188, 153]",-5.0,"[None, None, None]","[u'', -5, 5, -5, 10, -5, 10, 10, 10, -5, -10, -10, -5]",98401,11.0,3.7409315186213e+18,mouselab-mdp,1
"[9828, 10708, 11371]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 5]","[9823, 355, 152]",15.0,"[None, None, None]","[u'', 5, 5, 5, 5, -10, -10, 5, 10, -10, -5, -5, -5]",111903,12.0,-5.299628366905943e+18,mouselab-mdp,1
"[113, 681, 1305]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, -10]","[108, 32, 85]",0.0,"[None, None, None]","[u'', 5, 5, -10, 5, -10, 10, 5, -10, 10, -10, 10, 5]",115149,13.0,7.494910043448008e+18,mouselab-mdp,1
"[478, 1158, 1814]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -10, -5]","[471, 165, 138]",-20.0,"[None, None, None]","[u'', -5, -10, -5, 10, 10, 10, 10, -10, -10, -10, -5, -10]",118904,14.0,2.356810097693599e+18,mouselab-mdp,1
"[1519, 2254, 3030]","[u'left', u'left', u'up']",train_inspector,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -10]","[1511, 216, 258]",5.0,"[None, None, None]","[u'', 5, -5, 10, -5, -5, 5, 10, -10, 5, 10, -10, 5]",125672,15.0,4.859092002678591e+18,mouselab-mdp,1
"[636, 1219, 1818]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 10]","[630, 68, 82]",10.0,"[None, None, None]","[u'', -10, 10, 10, -5, -5, 10, -5, -10, 10, 10, -5, 10]",129391,16.0,-4.1003180650031995e+18,mouselab-mdp,1
"[458, 1803, 2388]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, -5, -5]","[453, 820, 69]",-20.0,"[None, None, None]","[u'', -10, -5, -5, 10, 10, 10, 5, -5, -5, 10, 5, 10]",133705,17.0,-2.464562972607473e+18,mouselab-mdp,1
"[192, 848, 1363]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 5]","[187, 138, 2]",5.0,"[None, None, None]","[u'', -10, 10, 5, 5, -5, -10, -10, -5, -10, -10, 5, 5]",136832,18.0,3.4622403069545196e+18,mouselab-mdp,1
"[565, 1176, 2005]","[u'right', u'right', u'up']",train_inspector,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, 5]","[559, 97, 309]",0.0,"[None, None, None]","[u'', 5, -5, -5, -5, -10, 5, 5, -10, 10, 10, 10, 10]",140832,19.0,6.349377679140465e+18,mouselab-mdp,1
"[2637, 3966, 4725]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[2632, 807, 248]",10.0,"[None, None, None]","[u'', -5, -5, 10, -5, 10, -10, 10, -10, 5, -10, 5, -10]",155128,20.0,3.9686635761738235e+18,mouselab-mdp,1
"[378, 994, 1594]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -5]","[372, 97, 79]",-5.0,"[None, None, None]","[u'', -5, 5, -5, -5, -10, -10, 10, -5, 10, -10, -5, 5]",158728,21.0,8.077601249506434e+18,mouselab-mdp,1
"[867, 1402, 2763]","[u'up', u'up', u'left']",train_inspect_cost,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 5]","[860, 14, 842]",10.0,"[None, None, None]","[u'', -5, 10, 10, 5, -5, 5, -10, 10, 10, -10, -10, -10]",163433,22.0,7.801448459840969e+18,mouselab-mdp,1
"[7, 567, 1743]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[2, 29, 639]",10.0,"[None, None, None]","[u'', 10, -5, 5, 5, 10, 5, 10, -10, 10, -10, -5, 10]",167129,23.0,-3.683992464584856e+18,mouselab-mdp,1
"[3945, 5203, 5776]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, -10]","[3940, 743, 41]",-5.0,"[None, None, None]","[u'', 10, -5, -10, -5, 5, 5, 10, -10, -10, 5, 10, -10]",175012,24.0,-8.642469369171842e+18,mouselab-mdp,1
"[3579, 4691, 5900]","[u'up', u'up', u'right']",train_final,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -5]","[3574, 600, 696]",-5.0,"[None, None, None]","[u'', -5, 5, -5, 5, -10, 10, -5, -10, -10, -10, 5, 5]",185769,25.0,8.808609661304966e+18,mouselab-mdp,1
"[1969, 2793, 3401]","[u'up', u'up', u'left']",train_final,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, -10, -10]","[1964, 307, 99]",-30.0,"[None, None, None]","[u'', -10, -10, 10, -10, -5, -10, 10, 5, -5, 10, 5, -5]",191161,26.0,5.603840126336082e+18,mouselab-mdp,1
"[1620, 2356, 3180]","[u'left', u'left', u'up']",train_final,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, -10]","[1603, 227, 300]",-5.0,"[None, None, None]","[u'', -5, 5, 5, 5, 10, 10, -10, 5, -5, 10, -10, -5]",196273,27.0,9.142111453001215e+18,mouselab-mdp,1
"[683, 1291, 2787]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, -10]","[678, 90, 981]",-10.0,"[None, None, None]","[u'', 5, 5, -5, 5, 10, -10, -10, 10, 5, 5, -10, -5]",201136,28.0,-5.368470092922741e+18,mouselab-mdp,1
"[987, 1755, 2603]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -5]","[981, 260, 326]",-5.0,"[None, None, None]","[u'', -5, 10, 5, 5, -5, 5, -5, -10, 5, -5, 5, 10]",205697,29.0,-5.812682556850434e+18,mouselab-mdp,1
"[2229, 3508, 4076]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -10, 10]","[2223, 763, 48]",-5.0,"[None, None, None]","[u'', 5, 5, -5, 10, -5, -10, 10, 5, 10, 10, -10, -10]",277480,30.0,5.938094249628056e+18,mouselab-mdp,1
"[479, 1710, 2230]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, -5, -10]","[473, 718, 2]",-25.0,"[None, None, None]","[u'', -10, -5, -10, 5, 10, 5, 10, -5, 10, -5, 10, 5]",281593,31.0,-8.549120811661888e+17,mouselab-mdp,1
"[396, 1779, 3218]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[391, 869, 923]",20.0,"[None, None, None]","[u'', 10, 5, 10, 5, 10, -5, 5, -10, -5, -10, -5, -10]",286896,32.0,-8.861839220469794e+18,mouselab-mdp,1
"[312, 1104, 1953]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, -5]","[307, 276, 324]",0.0,"[None, None, None]","[u'', 5, 10, -10, -10, -10, 10, 5, 5, -5, 10, -5, 10]",290890,33.0,-7.119666741695585e+18,mouselab-mdp,1
